AnketNo,Cinsiyet,Sinif,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53
1963,K,8,2,3,3,1,2,2,4,4,2,2,1,2,4,2,2,3,4,4,4,3,3,3,2,2,4,3,1,1,4,3,2,3,3,2,2,4,3,4,3,3,2,2,4,1,3,4,3,4,2,3,1,2,3
1964,K,8,2,3,4,1,4,1,4,4,3,2,1,4,3,4,4,4,4,4,4,2,2,4,2,4,4,2,2,4,4,4,4,2,4,2,4,4,2,2,1,2,3,4,4,2,4,3,3,4,3,2,1,4,4
1965,K,6,1,1,4,1,4,1,4,4,3,4,2,3,2,1,1,4,3,2,4,1,1,4,2,4,4,2,4,4,4,2,1,2,4,2,3,1,2,1,2,3,3,2,2,1,2,3,2,1,2,3,4,2,4
1966,K,6,3,4,4,3,2,4,2,4,2,4,1,1,3,1,2,4,4,4,3,1,1,4,1,4,3,4,1,1,4,4,1,1,4,3,1,4,4,4,3,2,1,4,4,1,3,1,4,1,4,4,3,4,4
1967,K,8,2,1,4,1,2,1,2,2,4,2,2,4,1,4,2,4,4,4,4,1,2,4,2,2,2,2,1,3,4,2,2,4,4,2,3,4,4,4,4,3,2,1,4,4,2,2,4,1,4,4,1,4,4
1968,K,5,2,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,2,4,4,4,4,1,1,4,4,3,2,3,1,4,2,4,2,4,4,4,4,4,4,4,4,4,3,4,2,3,1,4
1969,K,7,1,4,3,1,4,4,3,2,2,3,2,4,3,1,3,4,4,4,2,1,3,4,1,3,3,2,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,1,2,1,2,1,3,4,3,4,3,4,2
1970,K,5,4,1,4,1,4,1,4,3,4,2,3,4,3,4,3,4,4,4,3,2,4,4,2,4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,4,4,4,4,2,1,4,3,4,4,4
1971,K,6,4,4,4,2,3,1,4,1,4,1,1,4,4,1,4,4,4,4,4,1,4,4,1,4,2,1,1,1,4,1,1,1,4,4,4,1,1,1,1,4,4,1,4,4,4,4,4,4,4,1,1,1,1
1972,K,6,2,1,4,1,4,4,4,2,2,1,4,4,2,1,1,3,3,3,4,4,4,1,4,3,4,1,2,1,1,4,4,1,2,3,4,4,1,3,3,1,1,4,4,1,1,4,3,1,4,4,1,4,4
1973,K,5,2,1,4,1,4,1,4,4,3,1,1,1,4,3,4,4,4,4,4,4,1,4,4,3,3,1,4,4,4,4,2,4,4,1,3,4,3,2,4,4,1,4,4,1,4,4,2,3,2,4,3,4,3
1974,K,7,3,2,4,1,2,3,2,4,4,2,4,2,4,4,3,1,4,4,4,3,2,2,1,2,4,2,1,1,2,3,2,4,4,2,2,1,3,1,3,4,3,2,3,2,4,3,2,2,3,4,3,2,1
1975,K,7,2,1,3,1,4,4,1,4,2,4,1,4,4,2,2,3,4,4,2,1,1,4,4,2,4,2,2,4,4,1,2,3,4,2,2,4,3,3,4,2,2,2,4,4,1,2,1,1,3,4,2,3,1
1976,K,7,2,1,1,2,1,2,1,2,2,1,3,4,2,1,2,3,2,2,2,2,2,2,4,1,2,3,3,4,2,1,2,2,1,2,2,2,3,2,3,2,1,2,2,3,1,1,2,2,2,3,1,2,2
1977,K,7,2,3,4,1,4,1,2,2,2,2,1,4,4,2,2,4,2,4,2,4,2,4,2,4,4,4,3,2,4,2,2,4,4,4,4,4,2,2,2,4,4,4,2,2,2,4,4,4,4,4,2,4,4
1978,K,5,3,1,4,1,3,4,3,3,4,4,2,4,3,4,3,4,4,4,3,4,1,4,4,4,4,4,1,2,4,4,3,4,4,4,1,4,4,3,4,3,4,3,2,4,1,4,3,1,4,4,2,4,3
1980,K,7,3,4,4,1,3,1,4,1,4,3,1,4,4,1,3,4,4,4,4,2,4,4,3,4,4,1,2,1,4,4,3,4,4,2,4,3,1,1,1,4,4,3,4,1,1,4,4,1,4,4,1,4,4
1982,K,6,1,1,4,3,2,2,1,4,3,3,1,4,3,3,2,2,4,4,4,1,3,3,4,3,2,2,3,4,4,1,2,4,3,4,4,4,3,2,4,4,2,4,4,2,3,2,4,4,4,4,2,4,2
1983,K,8,2,2,4,2,2,4,3,2,2,3,1,4,2,3,2,2,4,4,4,2,2,4,3,2,2,3,1,4,4,1,2,3,4,2,2,4,3,3,2,3,2,3,4,2,1,3,2,2,3,2,4,2,3
1985,K,8,2,2,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,3,2,4,3,2,4,4,2,3,4,4,2,4,4,4,4,4,2,4,2,2,1,4,4,4,4,4
1986,K,7,1,1,3,1,4,1,4,4,2,4,1,4,4,1,4,3,4,4,4,3,3,2,4,4,3,2,2,1,4,3,1,2,2,3,4,4,3,2,3,4,4,4,4,1,4,4,2,4,2,2,2,3,2
1987,K,7,1,1,3,1,3,1,4,4,2,4,2,4,4,1,3,4,4,4,3,1,4,4,4,3,3,2,2,4,4,2,1,2,4,4,4,4,3,2,3,4,3,1,3,3,1,4,2,4,2,3,2,4,3
1988,K,7,1,4,3,1,3,3,4,4,3,3,1,4,4,1,4,3,4,4,4,4,2,4,3,4,4,3,1,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,4,4,2,2,4,4,4,3,4,4,4
1990,K,7,3,1,4,1,3,4,4,4,4,4,2,3,4,4,3,4,4,4,4,1,2,4,2,4,3,3,1,2,4,3,3,4,3,4,2,4,1,4,4,1,1,1,2,2,1,4,4,3,4,1,4,4,4
1991,K,8,2,3,4,1,4,1,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,1,4,4,3,1,2,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,3,3,4,1,4,3,4,1,4,2
1992,K,7,2,4,1,2,2,1,4,2,2,4,1,4,3,1,4,2,2,2,2,1,3,3,4,4,2,4,1,4,2,3,1,3,3,3,4,3,2,4,3,1,4,3,4,3,4,3,3,4,3,1,2,2,1
1993,K,6,4,4,4,2,4,1,4,4,4,4,1,1,4,1,2,4,2,1,4,2,2,4,2,4,2,4,1,1,1,4,3,4,4,2,4,1,1,1,4,4,4,2,4,4,2,4,4,4,1,1,1,4,4
1994,K,5,4,1,4,1,1,1,4,4,4,4,4,1,4,1,2,2,2,4,4,4,4,4,1,4,4,2,1,4,4,2,2,2,2,2,4,1,1,4,1,4,3,4,1,1,1,2,2,1,1,2,1,2,4
1995,K,5,4,4,4,1,4,1,4,3,4,4,1,2,3,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,3,4,4,4,4,2,4,4,4,2,4,3,4,4,4,3,2,1,4,4
1996,K,5,2,1,4,1,4,4,4,4,2,4,2,1,2,2,3,4,2,4,4,4,4,4,1,4,3,2,4,4,4,4,3,2,2,2,2,4,4,4,4,4,2,2,2,3,3,1,2,4,4,3,3,3,4
1997,K,6,1,2,4,2,1,3,1,4,3,2,2,4,2,4,4,3,4,4,4,2,1,4,4,2,3,2,4,4,4,3,2,4,3,1,2,4,3,4,3,4,1,2,4,1,2,1,1,4,4,4,4,4,4
1998,K,7,3,2,2,3,2,1,1,2,2,4,3,4,3,1,2,3,4,4,2,3,4,3,2,4,3,1,4,4,4,4,3,2,4,4,3,4,3,4,2,3,2,3,2,1,3,2,4,3,1,3,2,4,1
2000,K,6,2,2,2,4,3,1,3,4,2,3,1,4,4,2,2,3,2,2,3,2,3,3,3,4,3,2,3,2,4,4,2,2,4,3,4,2,2,2,3,4,2,4,2,2,1,2,3,4,4,2,3,3,2
2001,K,8,2,3,4,3,2,3,2,4,4,2,2,4,3,2,2,4,4,4,2,2,3,4,2,4,4,2,2,3,4,2,4,2,2,2,4,4,4,2,4,4,4,1,4,2,4,4,4,4,4,4,2,4,4
2002,K,5,2,1,2,1,1,1,4,4,4,4,1,1,4,1,4,4,4,4,4,4,4,4,1,4,4,1,1,4,4,1,1,4,1,4,4,4,1,4,4,4,4,1,4,1,1,4,4,1,4,4,1,4,4
2003,K,5,3,1,4,1,3,1,4,3,4,4,2,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,1,1,4,4,3,4,4,3,4,4,4,4,1,4,4,2,4,4,1,4,4,4,2,4,3,4,4
2004,K,6,1,1,2,4,1,4,1,2,2,3,1,1,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,2,1,4,1,2,3,1,2,2,1,1,2,2,3,3,3,2,2,2
2005,K,6,4,2,4,1,3,1,4,3,3,4,4,4,4,3,4,4,4,4,3,4,3,4,1,4,4,3,1,1,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,3,1,4,4
2006,K,5,2,2,2,1,1,1,4,4,4,3,1,1,3,3,1,4,4,4,4,3,4,4,3,1,4,1,1,1,4,1,2,4,4,1,1,4,1,3,3,4,3,4,2,1,1,4,4,1,1,4,3,4,2
2007,K,8,1,2,3,1,4,2,4,4,2,3,2,4,4,1,2,4,4,4,4,2,3,3,4,4,3,2,1,1,4,4,1,3,4,3,4,4,4,3,4,4,4,2,4,4,2,4,3,4,4,3,1,3,2
2008,K,8,4,2,4,1,4,1,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,1,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,1,4,4
2009,K,8,2,1,3,1,2,1,1,3,4,1,1,4,3,1,3,4,2,4,4,2,4,4,4,4,2,4,4,4,3,2,2,4,4,1,4,3,4,1,4,3,3,1,3,1,1,2,4,4,4,4,1,4,4
2010,K,6,3,3,4,1,2,1,4,4,4,4,1,4,3,2,3,4,4,4,4,3,2,4,3,4,3,4,1,1,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,1,4,4
2011,K,8,2,2,4,3,4,1,2,4,3,4,2,4,4,1,4,4,4,4,4,2,2,4,2,4,4,4,2,2,4,4,1,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,2,2,1,4,4
2012,K,8,2,4,2,1,4,2,3,4,4,2,1,4,3,2,3,4,4,4,4,1,4,3,2,4,4,3,4,4,4,4,4,2,4,4,4,4,1,4,2,3,4,4,4,1,1,4,3,2,4,4,1,3,2
2013,K,5,2,4,4,4,1,4,4,3,2,4,1,4,3,2,3,4,4,4,3,3,4,4,3,1,4,3,4,1,4,4,3,4,4,3,4,2,4,4,3,4,4,3,2,1,4,4,2,4,4,3,4,4,4
2014,K,7,4,4,4,2,3,1,2,4,4,2,1,2,3,2,4,4,4,2,4,1,3,4,4,4,3,4,1,2,2,2,2,3,4,3,4,2,2,2,3,4,2,1,2,4,1,4,2,4,2,2,2,3,3
2015,K,5,1,1,2,1,1,2,3,1,3,3,1,4,4,3,3,2,3,2,3,1,3,4,3,2,4,3,3,2,3,2,4,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,1
2016,K,6,4,1,4,1,3,1,4,3,4,1,3,4,3,4,4,4,4,4,3,2,2,4,2,4,4,3,1,2,4,2,3,4,4,2,4,4,2,4,4,4,2,3,4,4,1,3,4,2,4,4,1,4,4
2017,K,8,2,2,4,1,2,1,2,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,1,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,4,1,4,4
2018,K,7,4,3,3,2,3,1,4,3,2,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,2,4,1,1,4,4,3,4,4,4,4,4,4,1,3,3,4,4,4,4,3,4,4,4,3,3,4,3,4
2019,K,8,2,2,4,1,2,1,2,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,1,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,4,1,4,4
2020,K,8,3,1,4,1,4,1,4,4,2,4,1,4,4,2,1,4,4,4,4,2,4,4,1,4,3,4,1,4,3,4,1,2,4,3,4,4,4,3,4,4,4,3,4,1,1,4,3,4,2,3,1,4,4
2021,K,8,2,2,4,1,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,1,3,4,4,2,1,4,3,4,4,4,3,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,3,4,4
2022,K,7,2,3,4,1,2,3,4,4,4,2,1,4,3,4,3,3,4,4,4,1,3,4,3,3,3,1,2,2,2,4,3,3,4,1,1,4,3,4,3,1,1,1,2,1,2,1,2,3,3,4,2,4,3
2023,K,7,2,3,4,1,2,1,4,3,4,4,1,4,3,4,4,4,4,4,4,1,4,4,4,4,3,1,2,4,4,3,3,2,4,3,2,4,1,4,1,2,4,3,4,1,4,1,1,1,4,4,4,4,3
2024,K,7,2,1,4,1,4,1,4,4,4,4,1,4,4,3,4,4,4,4,4,1,4,4,2,4,3,1,4,4,4,4,3,4,4,4,4,4,3,1,2,4,4,3,4,4,4,4,4,4,4,4,1,4,4
2025,K,8,1,2,1,1,2,1,4,3,2,1,2,4,4,2,3,4,4,4,3,3,2,3,4,3,3,4,1,2,4,2,3,2,4,3,4,4,2,2,2,3,3,3,4,4,1,4,3,3,3,4,2,4,2
2026,K,5,3,4,4,1,4,1,4,4,4,1,4,3,4,4,4,4,4,4,4,3,4,3,1,4,3,4,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,4,4,4,4,1,4,4
2027,K,5,2,3,4,1,3,1,4,3,4,4,2,1,2,1,2,4,3,1,4,4,1,4,3,2,4,2,1,1,2,4,4,2,2,4,4,1,2,4,4,4,3,4,2,1,4,3,4,4,1,1,4,4,4
2028,K,6,4,1,4,1,1,1,4,4,4,4,4,1,4,2,2,2,4,4,4,4,1,1,1,4,4,2,1,4,4,2,2,2,4,2,4,1,1,4,1,4,1,4,1,1,1,2,2,1,1,2,1,2,4
2029,K,5,1,2,4,2,1,1,4,2,4,3,2,2,4,2,1,2,3,2,4,3,2,4,1,4,4,4,1,4,4,1,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,2,4,4,4,1,3,2
2030,K,8,3,3,3,1,4,4,1,3,2,4,4,4,2,1,1,2,4,4,4,4,2,4,1,4,4,4,1,1,4,2,2,2,4,1,4,4,2,4,4,4,1,2,4,1,1,4,3,4,4,4,1,3,4
2032,K,8,3,2,4,1,4,1,4,4,3,4,3,4,4,2,3,4,4,4,2,2,3,4,4,2,3,4,2,1,4,1,2,1,4,1,4,4,2,3,2,1,4,2,2,3,1,3,4,4,2,2,1,4,2
2033,K,7,2,4,4,1,2,1,4,4,4,3,1,4,4,3,4,4,4,4,4,3,4,4,1,3,4,3,1,4,4,4,3,4,4,4,4,4,4,1,4,4,4,1,4,4,3,4,4,1,4,4,1,4,4
2034,K,8,1,3,2,4,1,4,1,1,2,3,1,4,3,4,4,4,4,4,4,1,2,3,4,4,1,2,3,1,2,4,1,2,2,3,1,4,2,1,3,4,1,2,3,2,4,1,3,2,1,4,2,1,3
2035,K,8,2,3,4,1,2,1,2,4,4,4,1,4,4,2,1,4,3,4,4,3,4,1,1,4,3,4,2,4,4,4,3,4,4,4,1,4,3,4,2,2,4,4,3,4,4,4,1,4,4,2,4,4,1
2036,K,8,2,3,4,1,4,1,2,4,2,1,1,4,2,2,2,4,4,4,4,2,2,4,4,2,4,2,2,4,4,4,2,2,4,2,4,4,4,4,4,2,1,1,4,2,1,1,2,2,4,4,2,4,4
2038,K,8,1,1,2,1,2,1,2,4,2,2,1,4,2,2,4,4,4,4,4,2,2,4,4,4,4,3,3,1,4,4,3,3,4,3,4,4,4,3,4,2,4,2,4,2,4,3,2,4,4,2,1,4,2
2039,K,8,2,2,4,2,2,1,3,4,4,4,1,4,2,4,2,4,4,4,3,2,4,4,3,4,4,2,3,3,4,4,2,4,4,3,2,4,4,4,4,4,2,1,4,3,4,4,4,4,4,2,1,4,4
2040,K,8,2,1,4,1,2,1,4,3,4,4,1,4,2,2,2,4,4,4,4,1,2,4,2,2,4,2,3,1,4,2,1,4,4,2,4,4,4,4,2,1,4,1,4,3,1,2,4,4,2,2,3,4,2
2041,K,6,2,1,1,3,3,1,2,3,1,1,2,1,1,1,2,1,1,1,4,2,1,1,1,2,3,2,1,1,4,1,1,3,1,1,1,1,1,1,4,4,1,2,2,1,2,1,1,1,4,1,4,2,1
2042,K,7,4,3,2,1,2,1,4,2,2,4,4,4,4,2,2,4,4,4,4,2,4,4,2,4,2,4,4,2,4,4,4,2,4,2,4,4,2,4,4,4,4,2,4,4,2,4,4,4,4,4,2,4,4
2043,K,6,2,1,4,1,3,1,4,3,4,4,1,4,2,2,4,2,4,4,4,2,4,4,1,3,3,2,1,4,4,1,2,4,2,1,4,4,3,1,4,1,1,2,4,1,1,2,4,3,4,4,4,4,4
2044,K,8,2,1,2,1,3,1,3,4,2,4,3,4,4,3,4,3,4,4,4,2,4,4,2,4,4,3,2,3,4,4,3,4,4,4,4,4,4,4,4,3,2,2,4,3,4,1,3,3,2,2,1,4,4
2045,K,7,3,3,4,1,2,1,4,4,2,4,1,1,3,1,1,4,4,4,3,1,2,4,1,4,4,2,1,1,3,3,1,1,1,4,4,4,1,2,3,1,3,1,3,1,1,2,3,3,4,1,1,4,4
2046,K,8,2,2,4,2,2,1,4,4,2,2,1,2,4,1,1,4,3,2,2,1,4,4,4,4,2,2,2,4,4,4,3,4,4,4,4,2,2,2,1,1,4,1,3,3,2,2,1,4,4,2,3,2,2
2047,K,8,3,1,4,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,3,3,4,2,3,2,4,4,4,4,3,3,4,4,1,4,4,4,1,4,4,4,4,3,2,4,3
2048,K,8,4,4,3,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,2,4,3,4,2,1,4,4,3,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,1,4,4
2049,K,6,4,3,1,1,4,1,4,4,2,4,1,1,4,4,2,4,4,4,4,2,1,4,1,4,4,2,1,4,4,4,2,4,4,1,4,4,2,4,2,4,1,4,4,2,4,4,4,4,1,4,1,4,4
2050,K,8,2,3,4,3,3,1,2,4,4,4,3,4,4,3,3,4,4,4,2,3,4,2,1,2,3,3,3,1,4,2,2,2,4,3,2,4,2,3,4,1,4,3,2,3,4,4,2,4,4,2,3,2,4
2051,K,8,2,4,2,1,3,2,2,2,3,4,1,4,2,4,4,4,4,4,4,1,2,4,1,4,4,4,1,1,4,2,1,3,4,2,3,4,4,1,2,4,4,1,4,4,2,4,3,4,2,4,2,3,1
2052,K,7,3,4,4,1,3,1,4,4,4,3,2,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,1,1,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,2,1,4,4
2053,K,7,4,2,3,1,4,1,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,3,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,1,4,4
2054,K,6,2,3,4,1,3,2,3,3,4,4,2,3,3,2,4,4,4,4,3,3,2,4,1,3,3,3,2,2,3,1,3,3,2,4,4,3,4,4,3,4,3,4,4,3,2,3,4,4,3,2,4,4,3
2055,K,8,2,2,4,1,3,2,2,2,4,3,1,4,4,4,2,4,4,4,4,2,4,4,1,4,2,2,1,3,4,4,3,4,4,4,4,4,4,4,3,2,4,4,3,3,2,3,2,4,3,3,2,4,4
2056,K,7,4,4,4,1,4,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4
2057,K,8,1,1,2,3,1,1,1,4,1,4,1,3,2,1,2,3,1,1,1,3,2,1,2,1,1,1,1,2,3,4,1,2,2,2,3,4,2,2,1,1,2,2,2,1,2,2,2,2,3,4,4,3,1
2058,K,8,2,2,1,4,3,2,2,2,4,4,3,1,4,4,4,2,4,4,4,2,4,4,2,4,2,2,1,3,4,4,3,4,4,4,4,4,4,4,3,2,4,4,3,3,4,4,4,4,4,3,1,4,3
2059,K,8,1,3,4,1,4,3,4,4,3,1,1,4,2,1,2,4,4,4,3,1,1,4,2,1,4,4,2,3,4,4,3,3,4,1,4,4,4,4,1,4,4,1,4,4,3,1,2,4,4,4,1,3,4
2060,K,6,4,3,4,1,4,2,4,4,4,4,2,4,4,4,3,4,4,4,4,1,2,4,4,4,4,4,3,4,1,4,4,4,3,3,2,4,4,4,4,4,4,4,3,4,1,4,4,1,3,4,1,4,4
2061,K,6,4,3,4,1,3,1,3,3,4,4,1,3,3,1,3,3,4,4,4,4,3,4,1,4,3,4,3,4,4,4,2,4,4,4,4,3,2,2,4,2,4,1,4,1,1,4,4,2,3,4,3,4,4
2062,K,5,2,3,4,1,3,1,4,4,4,4,2,4,2,3,3,4,4,4,4,2,4,4,2,2,4,3,1,1,4,4,2,4,4,4,4,4,4,2,2,4,3,4,4,4,1,4,4,4,4,2,2,4,4
2067,K,5,4,1,4,1,4,1,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,1,1,4,3,3,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,4,1,4,3
2068,K,7,3,4,4,1,3,1,4,3,4,3,1,4,4,3,3,4,4,3,2,4,4,3,1,4,2,2,1,1,4,4,2,3,4,4,4,3,1,3,1,2,4,3,4,4,2,4,3,3,2,3,1,3,4
2069,K,7,3,4,4,1,3,1,4,3,4,4,1,2,2,4,3,2,3,4,2,1,3,2,4,4,3,1,1,4,4,2,3,4,4,4,3,1,3,1,2,4,3,4,4,2,4,3,3,1,4,2,3,1,4
2070,K,7,4,3,2,1,4,1,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4
2072,K,8,2,4,4,1,4,1,1,4,2,1,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,1,3,2,4,4,4,4,4,4,1,1,1,4,2,3,1,4,4,4,1,2,4,4
2073,K,8,4,4,4,2,4,4,4,4,4,4,3,2,4,2,4,4,4,4,2,2,3,1,3,2,2,4,1,3,2,4,4,2,4,3,2,4,4,2,1,3,2,2,4,4,1,2,4,4,2,4,1,4,4
2075,K,8,4,2,4,2,1,2,4,4,4,2,2,4,4,2,3,4,4,4,4,2,4,4,1,4,2,1,3,4,4,3,1,2,4,2,4,4,4,1,2,4,1,2,2,3,2,4,3,4,2,1,3,4,4
2076,K,6,2,1,4,3,2,1,4,4,4,4,1,2,4,2,2,4,4,4,4,1,4,2,4,4,2,4,1,4,4,2,2,4,4,2,4,4,2,4,2,4,1,1,2,4,4,2,1,1,1,2,1,4,4
2077,K,6,2,4,4,1,1,4,4,3,3,4,3,1,4,1,1,4,1,3,4,3,3,2,1,4,2,4,1,1,1,4,4,4,4,2,4,1,4,4,4,4,1,2,3,3,1,4,4,1,1,4,1,1,1
2078,K,7,4,2,3,1,4,1,2,4,4,2,1,4,4,3,4,4,4,4,4,2,3,4,2,4,3,2,2,1,4,3,2,4,4,3,4,4,2,4,3,4,1,3,3,4,1,4,3,3,4,3,2,4,3
2079,K,7,3,4,4,1,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,1,4,4
2080,K,8,2,4,4,1,4,1,4,4,2,1,2,4,4,2,2,4,4,4,4,4,4,4,1,4,1,4,1,2,4,4,2,2,4,2,4,2,4,2,1,1,4,4,4,4,3,4,4,4,4,3,1,4,4
2081,K,8,1,4,2,3,4,1,4,4,4,2,1,4,4,2,2,4,4,4,4,1,1,4,1,4,3,4,1,4,2,1,1,2,4,2,4,4,2,4,4,1,4,2,2,3,4,1,2,4,3,2,1,4,4
2082,K,6,2,3,2,1,4,1,4,4,4,2,1,4,4,2,4,4,4,4,4,2,4,4,1,4,4,4,1,1,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,2,1,4,4
2083,K,7,4,1,4,1,3,4,2,3,4,2,1,3,2,2,4,2,4,3,4,2,3,4,1,3,4,3,1,4,4,3,1,2,4,4,3,3,4,4,4,1,3,3,4,3,4,2,1,3,4,2,1,3,4
2084,K,7,2,1,3,1,4,1,4,4,4,3,1,2,4,2,3,4,4,2,4,2,4,1,2,4,4,2,4,4,4,3,4,4,4,2,4,2,4,3,4,4,1,4,4,2,4,4,4,2,1,1,1,4,4
2085,K,7,2,1,4,2,4,1,1,4,2,4,3,4,1,2,3,3,4,4,4,3,4,3,4,4,3,1,4,4,4,1,3,3,4,4,4,4,1,4,1,4,1,1,4,1,1,3,1,4,1,3,1,3,3
2086,K,6,2,2,4,1,4,1,4,4,4,2,2,4,4,2,2,4,4,4,4,2,2,4,4,2,4,2,2,4,2,2,4,2,4,3,4,2,4,4,2,4,2,4,4,1,4,4,4,4,2,4,1,4,2
2087,K,6,3,4,4,2,4,3,3,4,4,4,1,4,3,4,3,4,4,3,4,1,4,4,1,4,3,4,1,4,4,3,4,2,4,1,1,4,4,4,3,2,3,4,4,3,1,4,2,4,4,3,4,4,4
2088,K,6,1,4,2,3,2,1,4,3,4,2,1,4,3,2,4,2,4,4,2,2,2,2,1,4,3,2,1,1,4,4,1,2,4,2,4,4,2,2,3,2,2,4,4,3,2,2,2,4,4,2,3,4,4
2089,K,5,2,4,4,1,4,1,4,4,4,4,3,2,3,4,4,4,4,4,4,2,4,4,2,4,4,4,1,4,4,4,3,4,4,4,4,4,3,4,1,4,4,4,3,4,1,4,4,4,3,2,1,4,4
2090,K,6,2,4,4,1,2,1,3,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,3,4,3,4,4
2091,K,6,3,4,4,1,2,1,2,3,2,3,2,4,3,3,3,3,4,4,4,3,2,4,4,4,3,2,2,4,4,3,2,4,4,2,4,4,3,4,4,4,4,4,4,3,2,4,3,4,4,4,3,4,4
2092,K,5,4,1,4,1,4,1,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,2,4,2,1,4,3,4,2,4,4,2,2,4,4,4,4,2,2,3,4,3,2,4,4,4,4,4,3,4,2
2093,K,8,4,4,4,2,4,3,4,4,4,2,3,4,4,4,2,4,4,4,4,3,2,4,1,4,4,2,1,4,4,4,1,2,4,4,4,4,2,2,2,3,4,1,2,2,1,2,2,4,2,4,1,4,4
2094,K,8,2,3,4,2,3,2,2,2,3,4,2,2,4,2,2,3,4,2,4,3,4,2,4,4,3,2,2,4,4,3,3,3,4,4,4,3,3,2,3,1,2,4,2,1,2,3,2,3,1,2,3,3,2
2095,K,6,3,2,4,1,3,1,4,2,4,1,3,1,3,4,3,4,4,4,4,3,3,4,4,4,3,3,4,3,3,2,3,3,4,3,4,3,3,3,3,4,4,3,3,4,1,4,3,1,4,3,4,4,3
2096,K,8,2,2,3,1,2,2,4,2,3,3,1,4,2,1,4,4,4,4,4,2,3,4,4,3,4,2,2,2,4,2,1,4,2,2,2,4,3,4,3,2,2,3,4,1,1,1,3,3,4,3,2,4,2
2097,K,6,4,3,4,1,4,1,4,4,4,3,3,4,2,3,3,4,4,4,4,4,4,3,4,3,3,2,1,4,4,4,4,3,4,4,3,4,4,4,3,2,4,4,4,3,4,3,4,4,2,1,1,4,4
